Waterbody Name,Waterbody ID Code (WBIC),Invasive Species
Broken Bow Lake,1837300,Chinese Mystery Snail
Brule Creek,713200,Rusty Crayfish
Buckatabon Creek,1620800,"Eurasian Water-Milfoil, Rusty Crayfish"
Buckskin Lake,2272600,Chinese Mystery Snail
Carpenter Lake,976100,Chinese Mystery Snail
Carrol Lake,1544800,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Catfish Lake,1603700,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Circle Lily Lake,2326700,Rusty Crayfish
Clear Lake,2329000,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Clearwater Lake,1616400,"Chinese Mystery Snail, Eurasian Water-Milfoil"
Crab Creek,2952500,Yellow Iris
Crab Lake,2953500,"Rusty Crayfish, Yellow Iris"
Cranberry Lake,1603800,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Crawling Stone Lake,2322800,"Rainbow Smelt, Rusty Crayfish"
Crystal Lake,1842400,Rainbow Smelt
Dead Pike Lake,2316600,Rainbow Smelt
Deerskin Lake,1601300,Eurasian Water-Milfoil
Deerskin River,1600400,"Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Diamond Lake,1844700,Rusty Crayfish
Duck Lake,1599900,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Eagle Lake,1600200,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Eagle River,1599500,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife"
Eleanore Creek,1631300,"Curly-Leaf Pondweed, Rusty Crayfish"
Emily Lake,2269600,Purple Loosestrife
Fawn Lake,2328900,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Fence Lake,2323000,"Banded Mystery Snail, Rainbow Smelt"
Finger Lake,984700,Chinese Mystery Snail
Finley Lake,984800,Chinese Mystery Snail
Fishtrap Lake,2343200,"Banded Mystery Snail, Chinese Mystery Snail, Rusty Crayfish"
Flambeau Lake,2320500,"Purple Loosestrife, Rainbow Smelt"
Forest Lake,2762200,"Banded Mystery Snail, Eurasian Water-Milfoil"
Found Lake,1593800,"Banded Mystery Snail, Eurasian Water-Milfoil"
George Lake,1630000,Chinese Mystery Snail
Gresham Creek,2330200,Rusty Crayfish
Gunlock Lake,1539700,"Chinese Mystery Snail, Purple Loosestrife"
Harris Lake,2958500,Curly-Leaf Pondweed
Haymeadow Creek,1628800,Rusty Crayfish
High Lake,2344000,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Hunter Lake,991700,Chinese Mystery Snail
Ike Walton Lake,2321800,Spiny Waterflea
Island Creek,2337700,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife, Yellow Iris"
Island Lake,2334400,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Johnson Creek,1540800,Eurasian Water-Milfoil
Johnson Lake,1541100,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Johnson Lake,2342800,Banded Mystery Snail
Junction Creek,2953700,Purple Loosestrife
Kentuck Lake,716800,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Kildare Creek,1631600,"Curly-Leaf Pondweed, Rusty Crayfish"
L Bass Lake,998300,Banded Mystery Snail
Lac Vieux Desert,1631900,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Lac du Lune,2766200,Chinese Mystery Snail
Lake Content,1592000,"Banded Mystery Snail, Chinese Mystery Snail"
Lake Laura,995200,"Banded Mystery Snail, Phragmites (non-native)"
Lake of the Hills,1620500,Chinese Mystery Snail
Link Creek,1545500,Rusty Crayfish
Little Arbor Vitae Lake,1545300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Little Bass Lake,998400,Chinese Mystery Snail
Little Crawling Stone Lake,2324000,"Banded Mystery Snail, Chinese Mystery Snail, Rainbow Smelt, Rusty Crayfish"
Little Crooked Lake,2335500,Rusty Crayfish
Little Gibson Lake,1861500,Chinese Mystery Snail
Little John Lake,2332300,"Banded Mystery Snail, Chinese Mystery Snail, Rusty Crayfish"
Little Papoose Lake,2328200,Rusty Crayfish
Little Presque Isle Lake,2959700,Purple Loosestrife
Little Rice Lake,2338900,"Chinese Mystery Snail, Purple Loosestrife"
Little Saint Germain Lake,1596300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Little Spider Lake,1540400,"Chinese Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Little Star Lake,1593200,"Eurasian Water-Milfoil, Rusty Crayfish"
Little Star Lake,2334300,"Banded Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Little Tamarack Flowage,1626200,Phragmites (non-native)
Little Trout Lake,2321600,Rainbow Smelt
Long Interlaken Lake,2322300,"Banded Mystery Snail, Chinese Mystery Snail, Rainbow Smelt"
Long Lake,1602300,"Chinese Mystery Snail, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Rainbow Smelt"
Loon Lake,1001600,Chinese Mystery Snail
Lost Creek,1593300,Curly-Leaf Pondweed
Lost Lake,1593400,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Lower Buckatabon Lake,1621000,Eurasian Water-Milfoil
Lower Sugarbush Lake,2317600,"Purple Loosestrife, Rusty Crayfish"
Lynx Lake,1600000,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil"
Madeline Lake,1544700,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Mamie Lake,2964100,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Manitowish Lake,2329400,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Manitowish River,2324400,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish, Spiny Waterflea, Yellow Iris"
Mann Creek,2331700,Rusty Crayfish
Mann Lake,2332000,Banded Mystery Snail
McCullough Lake,2960400,Rusty Crayfish
Meta Lake,1004400,Chinese Mystery Snail
Middle Gresham Lake,2330700,Eurasian Water-Milfoil
Middle Sugarbush Lake,2317700,Rusty Crayfish
Minocqua Thoroughfare,1544400,"Banded Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Mishonagon Creek,1539900,Rusty Crayfish
Moon Lake,1005800,Chinese Mystery Snail
Moss Lake,2322500,"Purple Loosestrife, Rainbow Smelt"
Muskellunge Lake,1596600,"Chinese Mystery Snail, Eurasian Water-Milfoil"
North Turtle Lake,2310400,"Rusty Crayfish, Yellow Iris"
Ontonagon River -Wis,2962600,Eurasian Water-Milfoil
Otter Lake,1600100,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Oxbow Lake,2954800,Banded Mystery Snail
Palmer Lake,2962900,"Chinese Mystery Snail, Eurasian Water-Milfoil"
Papoose Creek,2327800,"Banded Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Yellow Iris"
Papoose Lake,2328700,"Rusty Crayfish, Yellow Iris"
Pardee Creek,2307400,Banded Mystery Snail
Pardee Lake,2308000,Banded Mystery Snail
Partridge Lake,2341500,"Banded Mystery Snail, Chinese Mystery Snail"
Pickerel Lake,1619700,Chinese Mystery Snail
Pine Creek,1619800,Chinese Mystery Snail
Pine Lake ,1619900,Chinese Mystery Snail
Pioneer Creek,1623000,"Banded Mystery Snail, Chinese Mystery Snail, Rusty Crayfish"
Pioneer Lake,1623400,"Banded Mystery Snail, Chinese Mystery Snail, Rusty Crayfish"
"Placid Twin Lake, North",2323800,Rainbow Smelt
Plum Creek,1592100,"Hybrid Eurasian / Northern Water-Milfoil, Spiny Waterflea"
Plum Lake,1592400,"Banded Mystery Snail, Chinese Mystery Snail, Hybrid Eurasian / Northern Water-Milfoil, Rusty Crayfish, Spiny Waterflea"
Plum Lake,2963200,Rusty Crayfish
Pokegama Lake,2320800,"Chinese Mystery Snail, Rainbow Smelt, Rusty Crayfish"
Portage Creek,1628900,Rusty Crayfish
Presque Isle Lake,2956500,Rusty Crayfish
Razorback Lake,1013800,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Phragmites (non-native)"
Rest Lake,2327500,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Rice Creek,2334500,"Banded Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Rock Creek,2311600,"Rusty Crayfish, Yellow Iris"
Rock Lake,2311700,"Rusty Crayfish, Yellow Iris"
Round Lake,2334900,"Chinese Mystery Snail, Rusty Crayfish"
Scattering Rice Lake,1600300,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Shishebogama Lake,1539600,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife"
Silver Lake,1599800,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife"
Smoky Lake,1018300,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rainbow Smelt, Rusty Crayfish"
Snipe Lake,1018500,Chinese Mystery Snail
South Turtle Lake,2310200,"Banded Mystery Snail, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Sparkling Lake,1881900,"Purple Loosestrife, Rainbow Smelt, Rusty Crayfish"
Spider Lake,2329300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish, Spiny Waterflea"
Spring Creek,2964700,Chinese Mystery Snail
Squash Lake,1019600,Rusty Crayfish
Squirrel Lake,1536300,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Squirrel River,1535300,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife, Yellow Iris"
Star Creek,1593000,Purple Loosestrife
Star Lake,1593100,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife, Rusty Crayfish, Spiny Waterflea"
Stateline Lake,2952100,Rusty Crayfish
Stepping Stone Lake Number 1,2317000,Purple Loosestrife
Stone Lake,2328800,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Stormy Lake,1020300,"Chinese Mystery Snail, Rusty Crayfish, Spiny Waterflea"
Sturgeon Lake,2327200,"Banded Mystery Snail, Eurasian Water-Milfoil"
Sugarbush Creek,2317200,Rusty Crayfish
Tambier Creek,2311000,Chinese Mystery Snail
Tenderfoot Lake,2962400,"Eurasian Water-Milfoil, Purple Loosestrife"
Tomahawk River,1515800,"Banded Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Towanda Lake,1022900,"Banded Mystery Snail, Chinese Mystery Snail"
Trout Lake,2331600,"Banded Mystery Snail, Rusty Crayfish, Spiny Waterflea"
Trout River,2329500,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Phragmites (non-native), Purple Loosestrife, Rusty Crayfish, Spiny Waterflea"
Turner Lake,2268500,"Chinese Mystery Snail, Rusty Crayfish"
Twin Lakes (North),1623800,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Twin Lakes (South),1623700,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Twin River,1623500,Eurasian Water-Milfoil
Unnamed,1630200,Chinese Mystery Snail
Unnamed,2310300,"Banded Mystery Snail, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Unnamed,2320900,Eurasian Water-Milfoil
Unnamed,2341000,Banded Mystery Snail
Unnamed,2343300,Banded Mystery Snail
Unnamed,5002933,Purple Loosestrife
Unnamed,5505600,Rusty Crayfish
Unnamed,5505819,"Curly-Leaf Pondweed, Purple Loosestrife"
Unnamed,5505862,Purple Loosestrife
Upper Buckatabon Lake,1621800,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Upper Gresham Lake,2330800,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
Upper Ninemile Lake,1608300,Banded Mystery Snail
Upper Sugarbush Lake,2318000,Rusty Crayfish
Van Vliet Lake,2956800,Rusty Crayfish
Vance Lake,2327300,"Banded Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Vandercook Lake,1176400,Chinese Mystery Snail
Verna Creek,1540200,Eurasian Water-Milfoil
Verna Lake,1540300,"Chinese Mystery Snail, Eurasian Water-Milfoil"
Voyageur Lake,1603400,"Eurasian Water-Milfoil, Rusty Crayfish"
Watersmeet Lake,1599400,"Eurasian Water-Milfoil, Rusty Crayfish"
West Bay Lake,2964000,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish"
West Plum Lake,1592500,Chinese Mystery Snail
White Sand Creek,2339000,"Banded Mystery Snail, Rusty Crayfish"
White Sand Lake,2321100,"Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
White Sand Lake,2339100,"Banded Mystery Snail, Rusty Crayfish"
Whitney Lake,2338100,Chinese Mystery Snail
Wild Rice Lake,2329800,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife, Rusty Crayfish"
Wildcat Lake,2336800,"Banded Mystery Snail, Chinese Mystery Snail"
Wisconsin River,1179900,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Yellow Birch Lake,1599600,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Walworth County (65),,
Army Lake,740200,"Chinese Mystery Snail, Eurasian Water-Milfoil, Spiny Naiad, Zebra Mussel"
Benedict Lake,743900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Zebra Mussel"
Bloomfield Creek,758000,Zebra Mussel
Booth Lake,740400,"Asiatic Clam (Corbicula), Chinese Mystery Snail, Eurasian Water-Milfoil"
Como Lake,757900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Cravath Lake,815200,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Delavan Lake,793600,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Ornamental water lilies (non-native Nymphaea sp.), Pennywort, Phragmites (non-native), Purple Loosestrife, Zebra Mussel"
Eagle Spring Lake,768600,"Asiatic Clam (Corbicula), Curly-Leaf Pondweed, Eurasian Water-Milfoil, Zebra Mussel"
East Branch Nippersink Creek,743400,Hybrid Eurasian / Northern Water-Milfoil
Elkhorn Lake,794000,Eurasian Water-Milfoil
Geneva Lake,758300,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Quagga Mussel, Rusty Crayfish, Starry Stonewort, Yellow Iris, Zebra Mussel"
Green Lake,755800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Starry Stonewort, Zebra Mussel"
Honey Creek,751500,"Rusty Crayfish, Zebra Mussel"
Honey Lake (Vienna),752300,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Jericho Creek,768300,Asiatic Clam (Corbicula)
La Grange Lake,818700,Eurasian Water-Milfoil
Lake Beulah,766600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Lake Beulah Outlet,766300,Zebra Mussel
Lake Ivanhoe,756700,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Lake Lorraine,777500,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Lake Wandawega,740700,"Asiatic Clam (Corbicula), Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil"
Lower Phantom Lake,765800,Asiatic Clam (Corbicula)
Lulu Lake,768800,"Asiatic Clam (Corbicula), Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Middle Lake,755700,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Starry Stonewort, Zebra Mussel"
Mill Lake,755600,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Phragmites (non-native), Purple Loosestrife, Spiny Naiad, Starry Stonewort, Zebra Mussel"
Mukwonago River,765500,"Asiatic Clam (Corbicula), Curly-Leaf Pondweed, Hybrid Eurasian / Northern Water-Milfoil, Rusty Crayfish, Zebra Mussel"
Nippersink Creek,742600,Rusty Crayfish
North Branch Nippersink Creek,742700,Asiatic Clam (Corbicula)
North Lake,741200,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife"
Ore Creek,757000,Rusty Crayfish
Pell Lake,743600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil"
Peters Lake,741400,"Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil"
Pickerel Lake,767100,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Spiny Naiad"
Pleasant Lake,741500,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Spiny Naiad, Zebra Mussel"
Potter Lake,753800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Zebra Mussel"
Powers Lake,744200,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Zebra Mussel"
Rice Lake,816600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Silver Lake,741700,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Spring Brook,752400,Rusty Crayfish
Spring Brook,815300,"Asiatic Clam (Corbicula), Rusty Crayfish"
Spring Valley Creek,756200,"Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Sugar Creek,752100,Rusty Crayfish
Swan Lake,766900,Spiny Naiad
Swift Lake,741800,Eurasian Water-Milfoil
Tombeau Lake,743800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Zebra Mussel"
Tripp Lake (Trapp),816000,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife"
Turtle Creek,790300,"Asiatic Clam (Corbicula), Curly-Leaf Pondweed, New Zealand Mudsnail, Purple Loosestrife, Rusty Crayfish, Zebra Mussel"
Turtle Lake,795100,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Phragmites (non-native), Purple Loosestrife, Spiny Naiad, Zebra Mussel"
Unnamed,767000,Spiny Naiad
Unnamed,767600,Asiatic Clam (Corbicula)
Unnamed,767700,Asiatic Clam (Corbicula)
Unnamed,768100,Asiatic Clam (Corbicula)
Unnamed,768900,Purple Loosestrife
Unnamed,792800,Phragmites (non-native)
Unnamed,5038327,Asiatic Clam (Corbicula)
Unnamed,5040617,Purple Loosestrife
Unnamed,5041400,Zebra Mussel
Unnamed,5577399,Asiatic Clam (Corbicula)
Unnamed,5577579,Purple Loosestrife
Unnamed,5578453,Water Hyacinth
Unnamed,5580010,Zebra Mussel
Unnamed,5589731,Asiatic Clam (Corbicula)
White River,751200,"Rusty Crayfish, Zebra Mussel"
Whitewater Creek,813900,"Hybrid Eurasian / Northern Water-Milfoil, Rusty Crayfish, Yellow Iris, Zebra Mussel"
Whitewater Lake,816800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Yellow Iris, Zebra Mussel"
Washburn County (88),,
Adventure Lake,2449100,Curly-Leaf Pondweed
Balsam Lake,2112800,"Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Bass Lake,2451300,Chinese Mystery Snail
Bass Lake,2451900,"Banded Mystery Snail, Chinese Mystery Snail"
Bear Lake,2105100,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife"
Beartrack Lake,2452300,Chinese Mystery Snail
Beaver Brook,2681700,Purple Loosestrife
Beaver Lake,2452600,Chinese Mystery Snail
Big Bass Lake,2453300,Chinese Mystery Snail
Big Devil Lake,2107500,Chinese Mystery Snail
Birch Lake,2113000,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Boyer Creek,2105300,Purple Loosestrife
Brill River,2106500,Rusty Crayfish
Cable Lake,2456100,"Chinese Mystery Snail, Purple Loosestrife"
Casey Lake,2709100,Chinese Mystery Snail
Chicog Creek,2692100,Rusty Crayfish
Chicog Lake,2692200,Japanese knotweed (Fallopia japonica)
Chippanazie Lake,2722800,Chinese Mystery Snail
Colton Flowage,2702100,Curly-Leaf Pondweed
Cranberry Creek,2693200,Purple Loosestrife
Dilley Lake,2712800,"Chinese Mystery Snail, Curly-Leaf Pondweed, Yellow Iris"
Dunn Lake,2709800,"Chinese Mystery Snail, Purple Loosestrife"
Ellsworth Lake,2463500,Purple Loosestrife
Fenton Lake,1848400,Chinese Mystery Snail
Gilmore Lake,2695800,"Chinese Mystery Snail, Eurasian Water-Milfoil"
Gull Lake,2719400,"Banded Mystery Snail, Chinese Mystery Snail"
Harrison Lake,2683200,Purple Loosestrife
Hoinville Lake,2469400,Curly-Leaf Pondweed
Horseshoe Lake,2470000,Eurasian Water-Milfoil
Island Lake,2470600,"Chinese Mystery Snail, Phragmites (non-native)"
Kekegama Lake,2106200,"Chinese Mystery Snail, Purple Loosestrife"
Lake Nancy,2691500,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Phragmites (non-native), Purple Loosestrife"
Leisure Lake,2475000,Chinese Mystery Snail
Lincoln Lake,2710300,Chinese Mystery Snail
Little Bass Lake,2475700,Chinese Mystery Snail
Little Ripley Lake,2477300,Purple Loosestrife
Little Stone Lake,1862400,Purple Loosestrife
Long Lake,2106800,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed"
Loon Lake,1863100,Chinese Mystery Snail
Lower McKenzie Lake,2706300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed"
Matthews Lake,2710800,Chinese Mystery Snail
McKenzie Creek,2706200,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Zebra Mussel"
McKenzie Lake,2706800,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Zebra Mussel"
Middle McKenzie Lake,2706500,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Zebra Mussel"
Miller Lake,2482400,Chinese Mystery Snail
Minong Flowage,2692900,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife"
Mud Lake,2107700,Curly-Leaf Pondweed
Namekagon River,2689500,"Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil"
No Mans Lake,2486300,Chinese Mystery Snail
North Twin Lake,2485900,Chinese Mystery Snail
Pear Lake,2488200,Chinese Mystery Snail
Pokegama Lake,2696300,Chinese Mystery Snail
Potato Creek,2712200,Yellow Iris
Potato Lake,2714500,Chinese Mystery Snail
Red Cedar Lake,2109600,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Round Lake,2493400,Chinese Mystery Snail
Round Lake,2493500,Chinese Mystery Snail
Sand Lake,2495200,Curly-Leaf Pondweed
Shallow Lake,1880600,"Chinese Mystery Snail, Eurasian Water-Milfoil"
Shell Lake,2496300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife"
Silver Lake,2496900,Chinese Mystery Snail
Slim Creek,2108400,Chinese Mystery Snail
Slim Lake,2109300,"Chinese Mystery Snail, Japanese knotweed (Fallopia japonica)"
South Twin Lake,2494500,Chinese Mystery Snail
Spooner Lake,2685200,"Banded Mystery Snail, Curly-Leaf Pondweed"
Spring Lake,2498600,Chinese Mystery Snail
Spring Lake,2664100,Purple Loosestrife
Stone Lake,1884100,"Eurasian Water-Milfoil, Purple Loosestrife"
Sucker Creek,2112200,Rusty Crayfish
Sunfish Lake,2500100,Chinese Mystery Snail
Totagatic Flowage,2703500,Curly-Leaf Pondweed
Totagatic River,2689800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Tozer Lake,2502000,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife"
Trego Lake,2712000,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Japanese Mystery Snail"
Unnamed,2683000,Purple Loosestrife
Unnamed,2691300,Purple Loosestrife
Unnamed,5003939,Eurasian Water-Milfoil
Unnamed,5004288,Banded Mystery Snail
Unnamed,5507972,Banded Mystery Snail
Unnamed,5508662,Banded Mystery Snail
Unnamed,5508696,Banded Mystery Snail
Unnamed,5508777,Banded Mystery Snail
Unnamed,5508922,Banded Mystery Snail
Unnamed,5512626,Purple Loosestrife
Unnamed,5590790,Eurasian Water-Milfoil
Whalen Lake,2715900,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Yellow River,2670300,"Purple Loosestrife, Rusty Crayfish"
Yellow River Flowage,2681600,"Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife"
Washington County (62),,
Amy Bell Lake,774000,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Ashippun River,853800,"Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Rusty Crayfish"
Bark Lake,828600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil"
Bark River,813500,"Curly-Leaf Pondweed, Hybrid Eurasian / Northern Water-Milfoil, Rusty Crayfish"
Barton Pond,35400,"Eurasian Water-Milfoil, Rusty Crayfish, Yellow Iris"
Campbellsport Millpond,43300,Eurasian Water-Milfoil
Cedar Creek,21300,"Banded Mystery Snail, Curly-Leaf Pondweed, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Rusty Crayfish, Starry Stonewort, Zebra Mussel"
Cedar Lake,25300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rainbow Smelt, Starry Stonewort, Zebra Mussel"
